,review_for,review_id,username,user_url,published,date_retrieved,num_stars,num_reviews,review_text
48,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSUQ4aGNhVkN3EAE,Bikramjit,https://www.google.com/maps/contrib/110172790545314936537/reviews?hl=en-CA,11 months ago,2021-06-22 17:28:25.155235,5.0,30,"Great time with nature, water and ducks, views are really calming"
49,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUM4dk1yVXhnRRAB,mushshu ali,https://www.google.com/maps/contrib/109313860676399811846/reviews?hl=en-CA,11 months ago,2021-06-22 17:28:25.158588,2.0,138,very crowdy specially splash pad.  very risky  to prevent COVID-19.
50,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSUM4anZQYkx3EAE,Vasken Balouzian,https://www.google.com/maps/contrib/102326423095642565634/reviews?hl=en-CA,11 months ago,2021-06-22 17:28:25.160293,5.0,34,"It's a park, right up the water, very nice"
51,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUM4cS1hRTlRRRAB,g k,https://www.google.com/maps/contrib/100775199832089259775/reviews?hl=en-CA,11 months ago,2021-06-22 17:28:25.162946,3.0,114,"Nice enough spot but it is a social distancing nightmare, if you care about that sort of thing."
52,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUNxeWJtRjNRRRAB,Pierre Haly vital,https://www.google.com/maps/contrib/110902100067055122556/reviews?hl=en-CA,a week ago,2021-06-22 17:28:25.165445,4.0,15,Nice
53,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSURVM3UtUExBEAE,Aiden Ahn,https://www.google.com/maps/contrib/114527985948273380394/reviews?hl=en-CA,a year ago,2021-06-22 17:28:25.172668,4.0,9,There is a good playground for children under the age of eight and a place to play in the water. There's a barbecue and a toilet. a good place for family picnics.
54,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSURRNHJleUl3EAE,Dina Mohamad,https://www.google.com/maps/contrib/110449389689027509480/reviews?hl=en-CA,4 years ago,2021-06-22 17:28:25.174160,4.0,10,"We did enjoy our time there. There is à place for every thing. BBQ, Kids play ground, stunning view almost from every corner."
55,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUNDcnJpc213RRAB,jose rodriguez,https://www.google.com/maps/contrib/101570458086666653092/reviews?hl=en-CA,9 months ago,2021-06-22 17:28:25.175792,4.0,16,"Small Park, barbecue allow it, a lot of Arabic community"
56,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUNDcE1URm93RRAB,Michel Sakakini,https://www.google.com/maps/contrib/104347394028990642172/reviews?hl=en-CA,10 months ago,2021-06-22 17:28:25.177500,5.0,31,Big park by the water. Ideal for children.
57,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUNjbjl1YS13RRAB,Amira Ahmed,https://www.google.com/maps/contrib/107354858347764258667/reviews?hl=en-CA,a year ago,2021-06-22 17:28:25.179222,5.0,106,Amazing place for family
58,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUNVeExMa3ZBRRAB,Antonie Pescaru,https://www.google.com/maps/contrib/113845623970154841205/reviews?hl=en-CA,a year ago,2021-06-22 17:28:25.181554,5.0,7,A lot of people come here during the summer for family barbecues. Although beware of rising waters during spring...
59,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSURZanNEUHNRRRAB,Mimi Lachaine,https://www.google.com/maps/contrib/115563798804300715907/reviews?hl=en-CA,2 years ago,2021-06-22 17:28:25.183380,5.0,53,"I love this park, you can bike to it using the bike path on Gouin and then bike through it, relax, look at the water and the birds in complete tranquility, i bike there almost every week!"
60,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUNnOGNLa3NnRRAB,Caren Carrasco,https://www.google.com/maps/contrib/104222339547034890717/reviews?hl=en-CA,5 years ago,2021-06-22 17:28:25.185271,5.0,93,I love everything about this park. It's right next to the river so the ambiance is great. What's better is that you can do BBQ. There is a special zone for that. You have some tables with chairs but be quick because they are gone fast of you are not early. They have a beach volleyball zone and also a park for the kids. I would say it's my fav park in Montreal. Not too crowded and exclusive in a sense.
61,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUQ0NXFHWW1nRRAB,Bev Nadeau,https://www.google.com/maps/contrib/106249154817017109526/reviews?hl=en-CA,2 years ago,2021-06-22 17:28:25.187450,5.0,73,Great place to relax. It's quite and has great scenery.
62,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSURVNjVieE5BEAE,Danielle Rousseau,https://www.google.com/maps/contrib/108961263519181019412/reviews?hl=en-CA,a year ago,2021-06-22 17:28:25.189814,4.0,92,"Quiet strolls near the water, picnic area and many ducks and baby ducklings to watch near  the sandy area by the river"
63,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSURrNk9DeXhBRRAB,Jose Vicente Lazo,https://www.google.com/maps/contrib/103389830541918521367/reviews?hl=en-CA,a year ago,2021-06-22 17:28:25.197311,4.0,15,Nice park for the kids. In the summer it has a water park section.
64,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSUNJa3ViMmVBEAE,stephane chamberland,https://www.google.com/maps/contrib/108270334629843127802/reviews?hl=en-CA,2 years ago,2021-06-22 17:28:25.199522,4.0,23,"Nice secluded parc next to the water.
There is a picnic area, a kid play ground and a small but nice waterparc.
This whole area have been rebuild maybe 2 years ago but apparently planning was not done well enough, the parc is now fenced, under construction for the summer until August I've heard."
65,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUNRcTdxTDhnRRAB,alex cadet,https://www.google.com/maps/contrib/103130625533364000334/reviews?hl=en-CA,2 years ago,2021-06-22 17:28:25.201431,4.0,92,"By the water, with ducks & goose. BBQ stations, picnic tables & water games for kids in the summer. Bicycle paths & play park... etc"
66,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSURReUx2b0R3EAE,Dra Tra,https://www.google.com/maps/contrib/113017241320947312152/reviews?hl=en-CA,2 years ago,2021-06-22 17:28:25.204279,4.0,3,Nice park with kids playground. Lots of bees though in the BBQ area. For the bees wouldn't go back
67,Parc Raimbault,ChZDSUhNMG9nS0VJQ0FnSURndGV2d0NBEAE,Chris V,https://www.google.com/maps/contrib/102982281850522065339/reviews?hl=en-CA,4 years ago,2021-06-22 17:28:25.206763,5.0,62,"One of my favourite parks to go to. Nice scenery and wildlife. Be careful on the paths, the cyclists tend to be very aggressive."
68,Parc Raimbault,ChdDSUhNMG9nS0VJQ0FnSUR3eXNyY3dnRRAB,Ivan Ceballos,https://www.google.com/maps/contrib/113364617464743678235/reviews?hl=en-CA,2 years ago,2021-06-22 17:28:25.208344,5.0,278,Very beautiful park in tiny space. Autumn colors are awesome there.
